,logFC,AveExpr,t,P.Value,adj.P.Val,B,sig_lfc1,sig_lfc1.5,sig_lfc2,sig_lfc3
TRMO,0.094195433,7.424981428,0.644642447,0.522596547,0.951720456,-4.93008598,Not Significant,Not Significant,Not Significant,Not Significant
SLTM,-0.146677142,10.11077623,-0.644467851,0.522708637,0.951720456,-4.930154538,Not Significant,Not Significant,Not Significant,Not Significant
RDH14,-0.183073108,9.601474178,-0.644443531,0.522724251,0.951720456,-4.930164086,Not Significant,Not Significant,Not Significant,Not Significant
SLCO3A1,0.233709304,8.538561375,0.644138284,0.522920251,0.951720456,-4.930283899,Not Significant,Not Significant,Not Significant,Not Significant
NDUFS6,0.185185055,11.35968614,0.644084522,0.522954776,0.951720456,-4.930304995,Not Significant,Not Significant,Not Significant,Not Significant
LIF,-0.270378904,8.157035325,-0.643905397,0.523069815,0.951720456,-4.930375272,Not Significant,Not Significant,Not Significant,Not Significant
YIPF6,-0.153830176,8.947977004,-0.643796667,0.523139651,0.951720456,-4.930417921,Not Significant,Not Significant,Not Significant,Not Significant
DLGAP4,0.104209472,7.886479471,0.643730775,0.523181975,0.951720456,-4.930443764,Not Significant,Not Significant,Not Significant,Not Significant
CAST,-0.15406908,8.653823758,-0.643729792,0.523182606,0.951720456,-4.930444149,Not Significant,Not Significant,Not Significant,Not Significant
ABCA2,-0.140515861,7.247101318,-0.643404068,0.523391853,0.951720456,-4.930571859,Not Significant,Not Significant,Not Significant,Not Significant
ABTB2,-0.090654351,6.978153728,-0.643292857,0.523463306,0.951720456,-4.930615448,Not Significant,Not Significant,Not Significant,Not Significant
HRAS,0.237127538,8.455218175,0.64320078,0.52352247,0.951720456,-4.930651532,Not Significant,Not Significant,Not Significant,Not Significant
STX16,-0.215239983,9.24949944,-0.643077403,0.52360175,0.951720456,-4.930699875,Not Significant,Not Significant,Not Significant,Not Significant
PIGZ,0.218556655,7.884499095,0.642742631,0.523816902,0.951720456,-4.930831001,Not Significant,Not Significant,Not Significant,Not Significant
NUCKS1,-0.171448471,10.11283068,-0.642421803,0.524023137,0.951720456,-4.930956605,Not Significant,Not Significant,Not Significant,Not Significant
SFTPB,0.242468034,7.198482381,0.642350269,0.524069126,0.951720456,-4.930984601,Not Significant,Not Significant,Not Significant,Not Significant
RAD54L,-0.189716039,8.369886882,-0.642296438,0.524103735,0.951720456,-4.931005668,Not Significant,Not Significant,Not Significant,Not Significant
KMT5B,0.168237404,9.132601236,0.642153411,0.524195698,0.951720456,-4.931061632,Not Significant,Not Significant,Not Significant,Not Significant
SH3GL1,-0.150198684,9.346930503,-0.641693105,0.524491718,0.951720456,-4.93124166,Not Significant,Not Significant,Not Significant,Not Significant
NPM1,-0.14005508,12.64029177,-0.641679295,0.5245006,0.951720456,-4.931247059,Not Significant,Not Significant,Not Significant,Not Significant
MOGS,-0.158970949,8.955739917,-0.641600245,0.524551447,0.951720456,-4.931277963,Not Significant,Not Significant,Not Significant,Not Significant
OSBPL11,-0.196502361,8.936280275,-0.641032431,0.52491675,0.951720456,-4.931499834,Not Significant,Not Significant,Not Significant,Not Significant
MORC2,-0.149218354,7.908854775,-0.640203898,0.525450027,0.951720456,-4.931823236,Not Significant,Not Significant,Not Significant,Not Significant
PSMA7,0.187529204,10.2506943,0.640192225,0.525457542,0.951720456,-4.931827789,Not Significant,Not Significant,Not Significant,Not Significant
MFNG,0.096978327,7.103209187,0.64012254,0.525502408,0.951720456,-4.93185497,Not Significant,Not Significant,Not Significant,Not Significant
CLDN3,-0.384057997,10.86615128,-0.639847057,0.525679793,0.951720456,-4.931962397,Not Significant,Not Significant,Not Significant,Not Significant
CARD10,-0.144052225,6.99159527,-0.639737355,0.52575044,0.951720456,-4.932005163,Not Significant,Not Significant,Not Significant,Not Significant
MICU2,0.176868743,10.21781534,0.639620327,0.52582581,0.951720456,-4.932050778,Not Significant,Not Significant,Not Significant,Not Significant
CD74,-0.252984547,10.30439944,-0.639405097,0.52596444,0.951720456,-4.932134647,Not Significant,Not Significant,Not Significant,Not Significant
VWA1,0.141641224,7.04003216,0.639400203,0.525967592,0.951720456,-4.932136554,Not Significant,Not Significant,Not Significant,Not Significant
LAPTM5,-0.299370038,10.96422971,-0.639326112,0.526015319,0.951720456,-4.932165419,Not Significant,Not Significant,Not Significant,Not Significant
UNC13B,0.208111548,8.861673623,0.63884971,0.526322256,0.951720456,-4.932350941,Not Significant,Not Significant,Not Significant,Not Significant
PRICKLE4,-0.185471396,11.31264255,-0.638818752,0.526342205,0.951720456,-4.932362993,Not Significant,Not Significant,Not Significant,Not Significant
FZR1,-0.105107237,7.415895234,-0.638575448,0.526499,0.951720456,-4.932457684,Not Significant,Not Significant,Not Significant,Not Significant
DDIT4,-0.388735896,10.94665695,-0.638430292,0.526592557,0.951720456,-4.932514161,Not Significant,Not Significant,Not Significant,Not Significant
CAPRIN1,-0.156220855,8.606916784,-0.638309416,0.526670471,0.951720456,-4.932561182,Not Significant,Not Significant,Not Significant,Not Significant
LAPTM4B,-0.165171448,12.71293736,-0.638274592,0.526692919,0.951720456,-4.932574727,Not Significant,Not Significant,Not Significant,Not Significant
NDUFS2,0.180834062,11.16164432,0.638244527,0.5267123,0.951720456,-4.93258642,Not Significant,Not Significant,Not Significant,Not Significant
ALDOA,0.182456345,12.08023639,0.638182549,0.526752253,0.951720456,-4.932610523,Not Significant,Not Significant,Not Significant,Not Significant
GGCT,-0.219626107,11.51581404,-0.638116588,0.526794776,0.951720456,-4.932636173,Not Significant,Not Significant,Not Significant,Not Significant
CSNK1D,0.100056174,8.743581071,0.637811256,0.526991639,0.951720456,-4.932754873,Not Significant,Not Significant,Not Significant,Not Significant
YPEL5,-0.179367957,10.51781293,-0.637654383,0.527092798,0.951720456,-4.932815837,Not Significant,Not Significant,Not Significant,Not Significant
PDCD6IP,0.144299846,10.12074771,0.63721187,0.527378206,0.951720456,-4.932987727,Not Significant,Not Significant,Not Significant,Not Significant
ARPIN,-0.115896331,7.797275791,-0.637099198,0.527450889,0.951720456,-4.933031475,Not Significant,Not Significant,Not Significant,Not Significant
QKI,-0.129865916,7.823539607,-0.637033432,0.527493316,0.951720456,-4.933057007,Not Significant,Not Significant,Not Significant,Not Significant
CNPPD1,0.14465048,9.225341539,0.637024771,0.527498903,0.951720456,-4.933060369,Not Significant,Not Significant,Not Significant,Not Significant
EFNB1,0.132799065,7.782645156,0.636974587,0.52753128,0.951720456,-4.93307985,Not Significant,Not Significant,Not Significant,Not Significant
MTOR,0.116296117,7.249791445,0.636632848,0.527751781,0.951720456,-4.933212468,Not Significant,Not Significant,Not Significant,Not Significant
SLC34A2,0.476490141,11.52213842,0.636559535,0.527799091,0.951720456,-4.93324091,Not Significant,Not Significant,Not Significant,Not Significant
TRAPPC10,0.142715875,7.368064351,0.636515667,0.527827401,0.951720456,-4.933257926,Not Significant,Not Significant,Not Significant,Not Significant
RGS10,0.189248854,8.307091925,0.636303123,0.527964576,0.951720456,-4.933340359,Not Significant,Not Significant,Not Significant,Not Significant
ORC3,-0.263849905,9.026062166,-0.636061947,0.528120253,0.951720456,-4.933433862,Not Significant,Not Significant,Not Significant,Not Significant
CD68,-0.175963133,7.618164119,-0.63599748,0.52816187,0.951720456,-4.93345885,Not Significant,Not Significant,Not Significant,Not Significant
POGZ,-0.196989486,8.432900966,-0.635766346,0.528311094,0.951720456,-4.93354842,Not Significant,Not Significant,Not Significant,Not Significant
ZNF195,-0.293722133,8.595065616,-0.635470409,0.528502188,0.951720456,-4.933663055,Not Significant,Not Significant,Not Significant,Not Significant
GPNMB,-0.413073179,9.26546348,-0.635443372,0.528519649,0.951720456,-4.933673526,Not Significant,Not Significant,Not Significant,Not Significant
TRIM29,0.29297593,8.242998586,0.635112064,0.52873363,0.951720456,-4.933801796,Not Significant,Not Significant,Not Significant,Not Significant
PIGO,0.117497035,8.240657013,0.634603105,0.529062439,0.951720456,-4.933998719,Not Significant,Not Significant,Not Significant,Not Significant
AVPR1B,0.110285934,7.709752176,0.634313221,0.529249765,0.951720456,-4.93411081,Not Significant,Not Significant,Not Significant,Not Significant
TNFRSF10B,-0.152714692,8.195368554,-0.634232305,0.529302059,0.951720456,-4.934142089,Not Significant,Not Significant,Not Significant,Not Significant
CTSV,-0.438612859,9.266492358,-0.633875602,0.529532624,0.951720456,-4.934279933,Not Significant,Not Significant,Not Significant,Not Significant
ZNF692,0.179642277,9.340135776,0.633770957,0.529600274,0.951720456,-4.934320357,Not Significant,Not Significant,Not Significant,Not Significant
MAU2,0.081941966,7.219317785,0.633169907,0.529988925,0.951720456,-4.934552416,Not Significant,Not Significant,Not Significant,Not Significant
RTN4,-0.15224526,10.3337112,-0.633152795,0.529999992,0.951720456,-4.93455902,Not Significant,Not Significant,Not Significant,Not Significant
ZNRD2,-0.179152559,9.007230674,-0.63292465,0.530147555,0.951720456,-4.934647046,Not Significant,Not Significant,Not Significant,Not Significant
INSIG2,-0.185379277,8.225171336,-0.63289007,0.530169924,0.951720456,-4.934660385,Not Significant,Not Significant,Not Significant,Not Significant
TRMT2A,-0.128187339,8.231136152,-0.632662473,0.530317158,0.951720456,-4.934748164,Not Significant,Not Significant,Not Significant,Not Significant
FLII,0.128174297,8.736649009,0.632466472,0.530443969,0.951720456,-4.934823733,Not Significant,Not Significant,Not Significant,Not Significant
EIF4G3,0.134421867,6.730047646,0.632112349,0.530673126,0.951720456,-4.934960208,Not Significant,Not Significant,Not Significant,Not Significant
TPRA1,0.211263645,8.587947374,0.631915444,0.530800567,0.951720456,-4.935036061,Not Significant,Not Significant,Not Significant,Not Significant
DDX19A,0.136854356,7.056480019,0.63186705,0.530831892,0.951720456,-4.9350547,Not Significant,Not Significant,Not Significant,Not Significant
SLC25A1,-0.217607567,9.762763847,-0.631584084,0.531015068,0.951720456,-4.935163657,Not Significant,Not Significant,Not Significant,Not Significant
ARAP1,0.104940317,8.257958104,0.631327616,0.531181119,0.951720456,-4.93526237,Not Significant,Not Significant,Not Significant,Not Significant
TMEM204,0.103929351,7.653310599,0.631326695,0.531181715,0.951720456,-4.935262724,Not Significant,Not Significant,Not Significant,Not Significant
MEF2D,0.099127562,7.491270787,0.631237544,0.531239443,0.951720456,-4.935297029,Not Significant,Not Significant,Not Significant,Not Significant
CNTNAP1,0.118870047,7.707293055,0.63110795,0.531323364,0.951720456,-4.935346887,Not Significant,Not Significant,Not Significant,Not Significant
CNP,0.109969319,9.147115637,0.631052105,0.53135953,0.951720456,-4.935368369,Not Significant,Not Significant,Not Significant,Not Significant
C1orf159,0.13978677,7.960196929,0.63102383,0.531377842,0.951720456,-4.935379245,Not Significant,Not Significant,Not Significant,Not Significant
BABAM1,0.191067371,10.24971443,0.630881638,0.531469935,0.951720456,-4.935433931,Not Significant,Not Significant,Not Significant,Not Significant
GOLPH3,-0.12275352,11.09547998,-0.630819465,0.531510204,0.951720456,-4.935457839,Not Significant,Not Significant,Not Significant,Not Significant
TDRD3,0.144951676,6.938879169,0.630760083,0.531548668,0.951720456,-4.935480671,Not Significant,Not Significant,Not Significant,Not Significant
CSTA,0.355174115,8.150099057,0.629905858,0.532102137,0.9519725,-4.935808887,Not Significant,Not Significant,Not Significant,Not Significant
PTEN,-0.254842735,8.294183206,-0.629604872,0.532297224,0.9519725,-4.935924431,Not Significant,Not Significant,Not Significant,Not Significant
PRKAR1B,0.166236707,7.80643807,0.629371645,0.532448418,0.9519725,-4.936013926,Not Significant,Not Significant,Not Significant,Not Significant
NOP2,0.198202739,10.00930713,0.629264127,0.532518126,0.9519725,-4.936055172,Not Significant,Not Significant,Not Significant,Not Significant
ZFP36,0.313376806,10.55171102,0.629147479,0.53259376,0.9519725,-4.936099914,Not Significant,Not Significant,Not Significant,Not Significant
SLC12A7,-0.142140556,10.5002704,-0.628974078,0.532706201,0.9519725,-4.936166408,Not Significant,Not Significant,Not Significant,Not Significant
ARHGEF2,-0.129729128,8.373186067,-0.628952677,0.532720079,0.9519725,-4.936174613,Not Significant,Not Significant,Not Significant,Not Significant
DCTN6,0.200734546,10.15515967,0.628904708,0.532751187,0.9519725,-4.936193004,Not Significant,Not Significant,Not Significant,Not Significant
GTPBP3,0.137769376,8.343478526,0.628724373,0.532868143,0.9519725,-4.936262131,Not Significant,Not Significant,Not Significant,Not Significant
CDHR2,0.081339083,7.25512877,0.62775421,0.533497571,0.9519725,-4.936633687,Not Significant,Not Significant,Not Significant,Not Significant
NLE1,0.123927232,7.829491029,0.627571012,0.533616472,0.9519725,-4.936703787,Not Significant,Not Significant,Not Significant,Not Significant
BCL6,0.238604324,9.205264799,0.627250794,0.533824334,0.9519725,-4.936826267,Not Significant,Not Significant,Not Significant,Not Significant
ETNK2,-0.15292495,7.499926622,-0.626791427,0.534122596,0.9519725,-4.937001865,Not Significant,Not Significant,Not Significant,Not Significant
NFE2L2,-0.118878868,8.472612049,-0.626704566,0.534179004,0.9519725,-4.937035054,Not Significant,Not Significant,Not Significant,Not Significant
SEC61B,-0.103147915,8.647468198,-0.626680184,0.534194838,0.9519725,-4.937044369,Not Significant,Not Significant,Not Significant,Not Significant
HOXB2,-0.510997548,9.966320272,-0.626469797,0.534331479,0.9519725,-4.937124736,Not Significant,Not Significant,Not Significant,Not Significant
TSC22D4,-0.188062963,7.17259225,-0.625845312,0.534737173,0.9519725,-4.937363131,Not Significant,Not Significant,Not Significant,Not Significant
CAV3,0.101907342,7.826635347,0.6254472,0.534995889,0.9519725,-4.937514988,Not Significant,Not Significant,Not Significant,Not Significant
MLF2,0.180092458,11.21889809,0.625355488,0.535055498,0.9519725,-4.937549958,Not Significant,Not Significant,Not Significant,Not Significant
MUC1,-0.363787838,11.37882934,-0.625341932,0.535064308,0.9519725,-4.937555126,Not Significant,Not Significant,Not Significant,Not Significant
MYBL2,0.211532034,8.906229417,0.625304557,0.535088602,0.9519725,-4.937569375,Not Significant,Not Significant,Not Significant,Not Significant
TMCO6,-0.189682496,8.711495216,-0.625074474,0.535238167,0.9519725,-4.937657077,Not Significant,Not Significant,Not Significant,Not Significant
TCERG1,-0.162586716,7.128529256,-0.625062037,0.535246251,0.9519725,-4.937661816,Not Significant,Not Significant,Not Significant,Not Significant
CSDE1,-0.14586635,11.2295811,-0.625028125,0.535268298,0.9519725,-4.937674739,Not Significant,Not Significant,Not Significant,Not Significant
WDR11,-0.235844714,8.811847167,-0.62483183,0.53539592,0.9519725,-4.937749531,Not Significant,Not Significant,Not Significant,Not Significant
COX8A,0.113411395,12.44002102,0.624790948,0.535422501,0.9519725,-4.937765105,Not Significant,Not Significant,Not Significant,Not Significant
